stem,lift,high_score_count,low_score_count,rate_in_high,rate_in_low,original_words,classification,confidence,method
northern,4.60491880107844,840,832,0.2300109529025191,0.0499489704028336,"northern, northerne, northerners",environmental,0.52,model
spontan,4.603689183241035,108,107,0.0295728368017524,0.0064237257609413,"spontan, spontaneous",environmental,0.524,model
aircraft,4.600723843992571,696,690,0.1905805038335158,0.0414240259350423,"aircraft, aircrafts",environmental,0.54,model
vitro,4.598757162383569,122,121,0.0334063526834611,0.0072642132436813,vitro,environmental,0.546,model
foreseen,4.595555632015608,1732,1719,0.4742606790799561,0.1031998559164315,foreseen,environmental,0.542,model
cereal,4.577892920221645,544,542,0.148959474260679,0.0325388725460767,"cereal, cereale, cereales, cereals",environmental,0.525,model
eori,4.56106243154436,23,23,0.0062979189485213,0.0013808008645014,eori,environmental,0.764,model
refinish,4.56106243154436,23,23,0.0062979189485213,0.0013808008645014,refinishing,environmental,0.543,model
mole,4.56106243154436,22,22,0.0060240963855421,0.0013207660443056,"mole, moles",environmental,0.853,model
ressourc,4.561062431544359,59,59,0.0161555312157721,0.003542054391547,"ressource, ressourcer, ressources",environmental,0.718,model
venezia,4.561062431544359,40,40,0.0109529025191675,0.0024013928078285,venezia,environmental,0.626,model
soak,4.561062431544359,39,39,0.0106790799561883,0.0023413579876328,"soak, soaked, soaking, soaks",environmental,0.561,model
puerto,4.561062431544359,35,35,0.0095837897042716,0.0021012187068499,"puerto, puertos",environmental,0.507,model
diver,4.561062431544359,29,29,0.0079408543263964,0.0017410097856756,"diver, divers",environmental,0.798,model
homeland,4.561062431544359,24,24,0.0065717415115005,0.0014408356846971,"homeland, homelands",environmental,0.603,model
darker,4.561062431544359,20,20,0.0054764512595837,0.0012006964039142,darker,environmental,0.505,model
sau,4.561062431544359,20,20,0.0054764512595837,0.0012006964039142,sau,environmental,0.726,model
tunisia,4.544355243150424,272,273,0.0744797371303395,0.0163895059134297,tunisia,environmental,0.556,model
data-process,4.536540590514551,185,186,0.05065717415115,0.0111664765564027,data-processing,environmental,0.54,model
warsaw,4.525977335917095,129,130,0.0353231106243154,0.0078045266254427,warsaw,environmental,0.534,model
indetermin,4.5018278545113155,152,154,0.0416210295728368,0.0092453623101398,"indeterminate, indetermination",environmental,0.511,model
diverg,4.497626236390752,709,719,0.1941401971522453,0.043165035720718,"diverg, diverge, diverged, divergence, divergences, divergencies, divergent, divergents, diverges, diverging",environmental,0.589,model
sugar,4.486852404497956,786,799,0.2152245345016429,0.047967821336375,"sugar, sugared, sugaring, sugars",environmental,0.623,model
philosophy,4.48629091627314,60,61,0.0164293537787513,0.0036621240319385,philosophy,environmental,0.536,model
moscow,4.4824234241039385,57,58,0.0156078860898138,0.0034820195713513,moscow,environmental,0.552,model
relationship,4.481218887884939,1347,1371,0.3688389923329682,0.0823077384883232,"relationship, relationships",environmental,0.535,model
neither,4.4592704802824255,1139,1165,0.3118838992332968,0.0699405655280062,neither,environmental,0.544,model
eba,4.458566646565834,87,89,0.0238225629791894,0.0053430989974185,"eba, ebas",environmental,0.654,model
cephalopod,4.44703587075575,39,40,0.0106790799561883,0.0024013928078285,"cephalopod, cephalopods",environmental,0.735,model
five,4.441187115412206,2297,2359,0.6289704271631983,0.1416221408416881,"five, fives",environmental,0.516,model
tire,4.441034472819507,37,38,0.01013143483023,0.0022813231674371,"tire, tiree, tires",environmental,0.571,model
flavour,4.439253642571364,328,337,0.0898138006571741,0.0202317344059554,"flavour, flavoured, flavoures, flavourful, flavouring, flavourings, flavours",environmental,0.521,model
correl,4.43506623177794,528,543,0.144578313253012,0.0325989073662724,"correl, correlate, correlates, correlation, correlational, correlations, correlative",environmental,0.519,model
ecosoc,4.426913536498937,33,34,0.0090361445783132,0.0020411838866542,ecosoc,environmental,0.979,model
specimen,4.421438071395041,285,294,0.078039430449069,0.0176502371375397,"specimen, specimens",environmental,0.717,model
trasporti,4.418529230558598,31,32,0.0084884994523548,0.0019211142462628,trasporti,environmental,0.551,model
citizen,4.4114061680156444,1916,1981,0.524644030668127,0.1189289788077084,"citizen, citizens",environmental,0.559,model
octroi,4.403784416663519,28,29,0.0076670317634173,0.0017410097856756,"octroi, octroie",environmental,0.63,model
consomm,4.39816734470349,54,56,0.0147864184008762,0.0033619499309599,"consommation, consommations, consommer",environmental,0.562,model
ico,4.39816734470349,27,28,0.0073932092004381,0.0016809749654799,"ico, icoe, icos",environmental,0.587,model
sozial,4.392134193339013,26,27,0.0071193866374589,0.0016209401452842,"sozial, soziale, sozialer, soziales",environmental,0.542,model
oversea,4.389869739743767,359,373,0.098302300109529,0.0223929879330011,"oversea, overseas",environmental,0.562,model
bacteri,4.388946868089856,51,53,0.0139649507119386,0.0031818454703728,bacterial,environmental,0.819,model
therapi,4.385636953408038,75,78,0.0205366922234392,0.0046827159752656,therapies,environmental,0.522,model
electrostat,4.385636953408038,50,52,0.0136911281489594,0.0031218106501771,"electrostatic, electrostatics",environmental,0.604,model
sunglass,4.385636953408038,25,26,0.0068455640744797,0.0015609053250885,sunglasses,environmental,0.511,model
unlicens,4.378619934282584,24,25,0.0065717415115005,0.0015008705048928,unlicensed,environmental,0.57,model
reintroduc,4.3710181635633445,115,120,0.0314895947426067,0.0072041784234856,"reintroduc, reintroduce, reintroduced, reintroduces, reintroducing",environmental,0.753,model
unusually,4.3710181635633445,46,48,0.0125958378970427,0.0028816713693942,unusually,environmental,0.511,model
evaluación,4.3710181635633445,23,24,0.0062979189485213,0.0014408356846971,evaluación,environmental,0.671,model
eu-tunisia,4.3710181635633445,23,24,0.0062979189485213,0.0014408356846971,eu-tunisia,environmental,0.587,model
culturel,4.362755369303301,22,23,0.0060240963855421,0.0013808008645014,"culturel, culturele, culturelle, culturelles, culturels",environmental,0.69,model
peter,4.3627553693033,66,69,0.0180722891566265,0.0041424025935042,"peter, peters",environmental,0.516,model
sterol,4.353741411928707,42,44,0.0115005476451259,0.0026415320886113,"sterol, steroles, sterols",environmental,0.509,model
elba,4.353741411928707,21,22,0.0057502738225629,0.0013207660443056,elba,environmental,0.514,model
airworthi,4.350551857780774,62,65,0.0169769989047097,0.0039022633127213,airworthiness,environmental,0.51,model
prolong,4.34248116485693,596,626,0.1631982475355969,0.0375817974425166,"prolong, prolongable, prolongation, prolongations, prolonge, prolongeant, prolonged, prolongement, prolonger, prolonges, prolonging, prolongs",environmental,0.5,model
zootechn,4.3291440028217645,56,59,0.0153340635268346,0.003542054391547,"zootechnic, zootechnical, zootechnics",environmental,0.806,model
grappa,4.327161794029264,37,39,0.01013143483023,0.0023413579876328,grappa,environmental,0.586,model
desenvolvimento,4.30767007423634,34,36,0.0093099671412924,0.0021612535270456,desenvolvimento,environmental,0.608,model
destin,4.291525962828903,1019,1083,0.2790251916757941,0.0650177102719577,"destin, destinate, destination, destinational, destinations, destine, destined, destines",environmental,0.539,model
pesca,4.286299634463374,78,83,0.0213581599123767,0.0049828900762442,"pesca, pescas",environmental,0.862,model
ripe,4.279515367868782,76,81,0.0208105147864184,0.0048628204358527,"ripe, ripeness",environmental,0.601,model
linguist,4.271741307155351,251,268,0.0687294633077765,0.0160893318124512,"linguist, linguistes, linguistic, linguistics, linguists",environmental,0.615,model
efsa,4.26915443592552,117,125,0.0320372398685651,0.0075043525244641,"efsa, efsas",environmental,0.706,model
agricultura,4.26099253473223,71,76,0.0194414019715224,0.0045626463348742,agricultura,environmental,0.661,model
lead,4.25014573045722,2980,3198,0.8159912376779846,0.1919913549858918,"lead, leade, leaded, leading, leads",environmental,0.502,model
preferencinè,4.210211475271716,24,26,0.0065717415115005,0.0015609053250885,preferencinès,environmental,0.546,model
color,4.187204855188264,56,61,0.0153340635268346,0.0036621240319385,"color, colorant, colorants, coloration, colore, colored, coloring, colors",environmental,0.643,model
triest,4.180973895582329,44,48,0.0120481927710843,0.0028816713693942,"trieste, triesting",environmental,0.501,model
catalana,4.180973895582329,22,24,0.0060240963855421,0.0014408356846971,"catalana, catalanas",environmental,0.626,model
régulièr,4.180973895582329,22,24,0.0060240963855421,0.0014408356846971,"régulière, régulièrement, régulières",environmental,0.515,model
antigen,4.172886905455478,43,47,0.0117743702081051,0.0028216365491985,"antigen, antigenic, antigenical, antigens",environmental,0.609,model
devolut,4.164448307062241,42,46,0.0115005476451259,0.0027616017290028,devolution,environmental,0.558,model
energía,4.164448307062241,21,23,0.0057502738225629,0.0013808008645014,"energía, energías",environmental,0.719,model
currency,4.159416635333737,611,670,0.1673055859802847,0.040223329531128,currency,environmental,0.514,model
ventspil,4.146420392313054,20,22,0.0054764512595837,0.0013207660443056,ventspils,environmental,0.574,model
textur,4.118918624404855,177,196,0.0484665936473165,0.0117668247583598,"textural, texture, textured, textures, texturing",environmental,0.524,model
heifer,4.116080730905885,37,41,0.01013143483023,0.0024614276280242,"heifer, heifers",environmental,0.663,model
auvergn,4.104956188389923,27,30,0.0073932092004381,0.0018010446058714,auvergne,environmental,0.692,model
treatment,4.102765125572528,2247,2498,0.6152792990142387,0.1499669808488923,"treatment, treatments",environmental,0.745,model
trifluoromethyl,4.089228386901839,26,29,0.0071193866374589,0.0017410097856756,trifluoromethyl,environmental,0.634,model
physiolog,4.085951761591822,129,144,0.0353231106243154,0.0086450141081827,"physiologic, physiological",environmental,0.826,model
cylindr,4.072377171021749,100,112,0.0273822562979189,0.0067238998619199,"cylindres, cylindric, cylindrical",environmental,0.507,model
sitia,4.067974601107131,33,37,0.0090361445783132,0.0022212883472414,sitia,environmental,0.535,model
surgery,4.054277716928319,48,54,0.013143483023001,0.0032418802905685,surgery,environmental,0.523,model
progeny,4.054277716928319,24,27,0.0065717415115005,0.0016209401452842,progeny,environmental,0.609,model
radiotherapy,4.054277716928319,24,27,0.0065717415115005,0.0016209401452842,radiotherapy,environmental,0.529,model
carnet,4.042759882505227,39,44,0.0106790799561883,0.0026415320886113,"carnet, carnets",environmental,0.589,model
aerob,4.034785997135395,23,26,0.0062979189485213,0.0015609053250885,aerobic,environmental,0.94,model
reintroduct,4.030706334853154,76,86,0.0208105147864184,0.0051629945368313,"reintroduction, reintroductions",environmental,0.781,model
rapproch,4.01807880874146,37,42,0.01013143483023,0.0025214624482199,"rapprochant, rapproche, rapprochement, rapprocher",environmental,0.535,model
china,4.014136353394376,800,909,0.2190580503833515,0.0545716515579035,"china, chinas",environmental,0.588,model
arrow,4.013734939759036,22,25,0.0060240963855421,0.0015008705048928,"arrow, arrows",environmental,0.509,model
pacif,4.003234652146848,366,417,0.1002190580503833,0.0250345200216125,"pacif, pacific, pacification",environmental,0.766,model
galwai,3.9909296276013144,28,32,0.0076670317634173,0.0019211142462628,galway,environmental,0.584,model
técnico,3.966141244821182,20,23,0.0054764512595837,0.0013808008645014,"técnico, técnicos",environmental,0.536,model
aceit,3.966141244821182,20,23,0.0054764512595837,0.0013808008645014,"aceite, aceites",environmental,0.67,model
terrestr,3.9529207740051113,26,30,0.0071193866374589,0.0018010446058714,"terrestre, terrestres",environmental,0.754,model
eesti,3.9426132882841074,51,59,0.0139649507119386,0.003542054391547,"eesti, eestis",environmental,0.516,model
une,3.931950372020999,75,87,0.0205366922234392,0.005223029357027,"une, unes",environmental,0.52,model
rocedur,3.931950372020999,25,29,0.0068455640744797,0.0017410097856756,"rocedural, rocedure, rocedures",environmental,0.553,model
easter,3.931950372020999,25,29,0.0068455640744797,0.0017410097856756,easter,environmental,0.54,model
cumulatively,3.9165644792609178,79,92,0.0216319824753559,0.0055232034580056,cumulatively,environmental,0.513,model
user,3.915608838740009,1826,2127,0.5,0.1276940625562826,"user, useres, users",environmental,0.54,model
uic,3.885349478722973,23,27,0.0062979189485213,0.0016209401452842,"uic, uice",environmental,0.557,model
community-wid,3.86218996219482,105,124,0.0287513691128148,0.0074443177042684,community-wide,environmental,0.543,model
riversid,3.8593605189990736,22,26,0.0060240963855421,0.0015609053250885,"riverside, riversides",environmental,0.825,model
croatian,3.8456016579687735,301,357,0.082420591456736,0.0214324308098697,"croatian, croatians",environmental,0.56,model
turkei,3.8441756256752,740,878,0.2026286966046002,0.0527105721318364,"turkey, turkeys",environmental,0.602,model
bear,3.8410355570810775,1435,1704,0.3929353778751369,0.1022993336134958,"bear, beared, bearing, bearings, bears",environmental,0.537,model
causality,3.837084267807159,53,63,0.014512595837897,0.0037821936723299,causality,environmental,0.588,model
comitology,3.833936536660476,174,207,0.0476451259583789,0.0124272077805126,comitology,environmental,0.788,model
basic,3.8317729155901263,2233,2658,0.6114457831325302,0.1595725520802065,"basic, basics",environmental,0.515,model
caractèr,3.8312924424972614,21,25,0.0057502738225629,0.0015008705048928,"caractère, caractères",environmental,0.548,model
exclusively,3.828334642246887,1139,1357,0.3118838992332968,0.0814672510055832,exclusively,environmental,0.551,model
fragranc,3.800885359620299,25,30,0.0068455640744797,0.0018010446058714,"fragrance, fragranced, fragrances",environmental,0.57,model
